"Price","Bedrooms","Bathrooms","Area","location"
-0.234547756540784,0.581083940498451,-0.402852424356873,-0.418951149751927,"US"
-0.148527709624354,-0.425427985824988,0.520452062889877,0.0799893668436733,"US"
-0.314959766749729,-0.425427985824988,-0.402852424356873,-0.459847913407304,"US"
-0.235361826385419,-0.425427985824988,-0.402852424356873,-0.33470381662185,"US"
-0.22550253604484,-0.425427985824988,-0.402852424356873,-0.369875033365475,"US"
-0.184708591608131,-0.425427985824988,0.520452062889877,0.0521795675580169,"US"
-0.315864288799324,-0.425427985824988,-0.402852424356873,-0.762483964457095,"US"
-0.298678369857029,-0.425427985824988,-0.402852424356873,0.0570871791966622,"US"
-0.306819068303379,-0.425427985824988,-1.32615691160362,-0.839369880129203,"US"
-0.379271284475893,-0.425427985824988,-0.402852424356873,-0.585809945465866,"US"
-0.303200980105002,2.59410779314533,1.44375655013663,0.744152808606997,"US"
-0.270638186319602,-0.425427985824988,0.520452062889877,1.28153628303865,"US"
-0.253452267377308,-0.425427985824988,-0.402852424356873,-0.486021842146745,"US"
-0.0808694603146904,0.581083940498451,0.520452062889877,0.232125327641676,"US"
-0.315864288799324,-0.425427985824988,-0.402852424356873,-0.76739157609574,"US"
-0.193753812104075,-0.425427985824988,-0.402852424356873,-0.365785356999937,"US"
-0.288728627311491,-1.43193991214843,-0.402852424356873,-0.430402243575433,"US"
-0.293251237559463,-0.425427985824988,-0.402852424356873,-0.679054566600125,"US"
-0.169331716765026,1.58759586682189,1.44375655013663,0.75642183770361,"US"
-0.315864288799324,0.581083940498451,2.36706103738338,-0.432038114121648,"US"
-0.28881907951645,-0.425427985824988,-0.402852424356873,-0.553092534541564,"US"
-0.322195943146485,-0.425427985824988,-1.32615691160362,-0.546549052356703,"US"
-0.270728638524561,-0.425427985824988,-0.402852424356873,-0.61443768002463,"US"
-0.175663371112187,0.581083940498451,-0.402852424356873,-0.104046069605524,"US"
-0.189321654061063,-0.425427985824988,-0.402852424356873,-0.306076082063086,"US"
-0.198366874557007,-0.425427985824988,0.520452062889877,-0.201380367105321,"US"
-0.199180944401642,-0.425427985824988,-0.402852424356873,-0.573540916369252,"US"
-0.121392048136521,0.581083940498451,0.520452062889877,0.186320952347654,"US"
-0.238979914583797,-0.425427985824988,-1.32615691160362,-0.520375123617262,"US"
-0.0898242286056752,0.581083940498451,0.520452062889877,0.612465229636683,"US"
-0.234457304335825,-0.425427985824988,-0.402852424356873,-0.260271706769064,"US"
-0.32943211954324,-0.425427985824988,-0.402852424356873,-0.122858580886997,"US"
-0.0092313139868114,-0.425427985824988,-0.402852424356873,0.268932414931515,"US"
-0.261683418028617,-0.425427985824988,-0.402852424356873,-0.218557007840579,"US"
-0.135050331085397,-0.425427985824988,0.520452062889877,0.340092783691872,"US"
-0.28881907951645,0.581083940498451,0.520452062889877,1.16947915062292,"US"
-0.289633149361085,-0.425427985824988,-0.402852424356873,-0.659424120045544,"US"
-0.334045181996172,1.58759586682189,1.44375655013663,-0.508106094520649,"US"
-0.341190906187968,0.581083940498451,-0.402852424356873,-0.893353608154301,"US"
-0.293251237559463,-0.425427985824988,-0.402852424356873,-0.37805438609655,"US"
-0.208226164897586,1.58759586682189,0.520452062889877,0.282837314574344,"US"
-0.202979937009939,-0.425427985824988,-0.402852424356873,0.0521795675580169,"US"
-0.0698342913096383,-0.425427985824988,0.520452062889877,-0.704410560066459,"US"
-0.22550253604484,-0.425427985824988,0.520452062889877,-0.194836884920461,"US"
-0.22550253604484,0.581083940498451,-0.402852424356873,-0.261089642042171,"US"
0.158919335032793,1.58759586682189,2.36706103738338,1.46966139585339,"US"
-0.234457304335825,-0.425427985824988,-0.402852424356873,-0.625888773848135,"US"
-0.302386910260367,-0.425427985824988,-0.402852424356873,-0.660242055318652,"US"
-0.234457304335825,0.581083940498451,0.520452062889877,0.248484033103827,"US"
-0.356658233236032,-0.425427985824988,-1.32615691160362,-0.900715025612269,"US"
0.0911706335181705,0.581083940498451,1.44375655013663,1.13185412805997,"US"
-0.171140760864215,1.58759586682189,1.44375655013663,0.976446426169539,"US"
-0.22541208383988,-0.425427985824988,-0.402852424356873,-0.849185103406494,"US"
-0.238165844739162,-0.425427985824988,-0.402852424356873,-0.57108711054993,"US"
-0.054457416466533,1.58759586682189,0.520452062889877,0.436609145918561,"US"
-0.306819068303379,0.581083940498451,0.520452062889877,-0.273358671138785,"US"
-0.352045170783101,-0.425427985824988,-0.402852424356873,-0.739581776810083,"US"
-0.300035152931421,-0.425427985824988,-0.402852424356873,-0.646337155675824,"US"
-0.211844253095964,-0.425427985824988,-0.402852424356873,-0.642247479310286,"US"
-0.333954729791212,-0.425427985824988,-0.402852424356873,-0.38132612718898,"US"
-0.16218599257323,0.581083940498451,0.520452062889877,0.387533029532109,"US"
-0.245402021135917,-0.425427985824988,-0.402852424356873,-0.499926741789574,"US"
-0.248025135079741,-0.425427985824988,-0.402852424356873,-0.345336975172248,"US"
-0.270638186319602,0.581083940498451,0.520452062889877,2.73500726335075,"US"
-0.300577866161178,-1.43193991214843,-0.402852424356873,-0.531826217440768,"US"
-0.324999961500227,0.581083940498451,0.520452062889877,1.6226152919245,"US"
-0.24666835200535,-0.425427985824988,-0.402852424356873,-0.494201194877821,"US"
-0.275160796567574,-0.425427985824988,0.520452062889877,0.00146758062534935,"US"
-0.325460363223471,-0.425427985824988,-0.402852424356873,-0.456576172314874,"US"
-0.203251293624817,-0.425427985824988,-0.402852424356873,-0.396048962104916,"US"
-0.112346827640577,0.581083940498451,0.520452062889877,0.309011243313785,"US"
-0.184708591608131,1.58759586682189,-0.402852424356873,-0.164573279815482,"US"
-0.406316493758767,-0.425427985824988,-1.32615691160362,-0.72076926552861,"US"
-0.270638186319602,0.581083940498451,0.520452062889877,0.0914404606671789,"US"
-0.22541208383988,-0.425427985824988,-0.402852424356873,-0.698685013154706,"US"
-0.275160796567574,-0.425427985824988,-0.402852424356873,-0.681508372419448,"US"
-0.280587928865141,-0.425427985824988,0.520452062889877,-0.753486676452912,"US"
-0.0445085784430438,0.581083940498451,-0.402852424356873,0.0243697682723605,"US"
-0.308628112402568,0.581083940498451,0.520452062889877,-0.122858580886997,"US"
-0.361180843484005,-0.425427985824988,-0.402852424356873,-0.103228134332416,"US"
